V1	V2
100705042	
100705045	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0004977,GO:0004980
100705046	GO:0016020,GO:0016021,GO:0016787,GO:0004252,GO:0008233,GO:0008236,GO:0006508,GO:0001947,GO:0003146,GO:0051216,GO:0048703,GO:0003140,GO:0061371,GO:0060536,GO:0009617,GO:0033334,GO:0071907
100705047	GO:0016740,GO:0016020,GO:0016021,GO:0005794,GO:0000139,GO:0005975,GO:0008146,GO:0016051
100705048	GO:0055085,GO:0022857,GO:0016020,GO:0016021
100705049	GO:0005515,GO:0005576
100705051	GO:0016567,GO:0004842,GO:0005515,GO:0016740,GO:0046872
100705053	GO:0005525,GO:0000166,GO:0016787
100705055	GO:0003723,GO:0005634,GO:0000398,GO:0006397,GO:0008380,GO:0000956,GO:0046540,GO:0005681,GO:0005688
100705058	GO:0005179,GO:0007165,GO:0005576,GO:0008083
100705059	GO:0004713,GO:0035556,GO:0005515,GO:0006468,GO:0005524,GO:0004672,GO:0000166,GO:0016301,GO:0016740,GO:0046872,GO:0016310,GO:0004715,GO:0018108,GO:0002376,GO:0002250
100705060	GO:0004725,GO:0016791,GO:0006470,GO:0016311,GO:0035335
100705061	GO:0004955,GO:0004957,GO:0007186,GO:0004930,GO:0016021
100705063	GO:0005515
100705064	GO:0004386,GO:0003676,GO:0005524,GO:0000166,GO:0016787,GO:0003724
100705066	GO:0030097,GO:0048741,GO:0040037,GO:0040036,GO:0021594,GO:0070373,GO:0009966,GO:0007275,GO:0016020
100705067	GO:0030015,GO:0006355
100705070	
100705071	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0000981,GO:0045944
100705072	GO:0097720,GO:0033192,GO:0016787,GO:0004721,GO:0006470,GO:0005516,GO:0004722,GO:0106306,GO:0106307
100705073	GO:0006355,GO:0003700,GO:0006357,GO:0000976,GO:0019221,GO:0051607,GO:0005515
100705074	GO:0035622,GO:0005923,GO:0005198,GO:0016021
100705077	GO:0016740,GO:0046872,GO:0004842,GO:0016567
100705078	GO:0005634,GO:0007507
100705080	GO:0005515,GO:0016021
100705081	GO:0046872,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0019843
100705082	GO:0006413,GO:0003743,GO:0003723
100705083	GO:0016020,GO:0016021
100705086	GO:0016020,GO:0016021,GO:0005783,GO:0005789,
100705087	GO:0008234,GO:0006508
100705089	GO:0005887,GO:0016021,GO:0016020
100705090	GO:0007165
100705093	GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0005886,GO:0007165
100705094	GO:0007179,GO:0005667,GO:0005515,GO:0003700,GO:0006355,GO:0046872,GO:0003677,GO:0005634,GO:0005737
100705099	GO:0007520,GO:0005515
100705100	GO:0003824
100705102	GO:0017119,GO:0006891,GO:0016020,GO:0005794,GO:0015031
100705111	GO:0016020,GO:0016021,GO:0005886,GO:0007155,GO:0007411,GO:0005515
100705112	GO:0004672,GO:0005524,GO:0006468,GO:0007165,GO:0005515,GO:0012501
100705114	GO:0046872,GO:0016787,GO:0008233,GO:0006508,GO:0008234,GO:0016055,GO:0004843,GO:0018215
100705116	GO:0016740,GO:0016020,GO:0016021,GO:0016746,GO:0016409,GO:0019706,GO:0018215
100705118	GO:0003713,GO:0005634
100705119	GO:0007165,GO:0001919,GO:0035162,GO:0045746,GO:0048368,GO:0098508,GO:1900136,GO:1903978
100705121	GO:0050660,GO:0016627,GO:0055114,GO:0016491
100705124	GO:0045944,GO:0000981,GO:0003677,GO:0006355
100705125	GO:0005515,GO:0031462
100705126	GO:0006464,GO:0015031
100705130	GO:0005576,GO:0005515,GO:0090729,GO:0035821
100705132	
100705133	
100705134	GO:0005515
100705135	
100705137	GO:0000166,GO:0005524,GO:0016740
100705138	GO:0048168,GO:0005515,GO:0016020,GO:0016021
100705140	GO:0030133,GO:0016020,GO:0016021
100705143	GO:0016787,GO:0008233,GO:0006508,GO:0004190
100705144	GO:0016020,GO:0016021,GO:0005244,GO:0006811,GO:0034765,GO:0005262,GO:0006816,GO:0070588,
100705145	
100705146	GO:0016042,GO:0050482,GO:0006644,GO:0004623,GO:0005509
100705147	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007186,GO:0005515
100705150	GO:0032021,GO:0003723,GO:0003676,GO:0006355,GO:0005634,GO:1901534,GO:1902038
100705151	GO:0046872,GO:0016787,GO:0005634,GO:0004721,GO:0004725,GO:0035335,GO:0007275,GO:0006470,GO:0005667,GO:0006281,GO:0006974
100705152	GO:0004842,GO:0016567,GO:0005515
100705153	GO:0003697,GO:0006260
100705154	GO:0007219,GO:0016567
100705155	GO:0016020,GO:0016021,GO:0006486,GO:0016757,GO:0016263,GO:0016266,GO:0018215
100705156	GO:0007034
100705158	
100705160	GO:0016020,GO:0016021,GO:0007634,GO:0034633,GO:0035845,GO:0045494,GO:0005886,GO:0031090,
100705161	GO:0003677,GO:0005634,GO:0007275
100705163	GO:0005882
100705164	GO:0000166,GO:0005524,GO:0016740,GO:0046872,GO:0003676,GO:0004386,GO:0005515
100705165	GO:0003735,GO:0005840
100705166	GO:0009086,GO:0047150,GO:0008270,GO:0016740,GO:0046872,GO:0008168,GO:0032259
100705168	GO:0016020,GO:0016021,GO:0005242,GO:0005244,GO:0006811,GO:0006813,GO:0034220,GO:0034765,GO:0071805,GO:0015467
100705169	GO:0003676,GO:0005634,GO:0000184
100705170	
100705171	GO:0016020,GO:0016021,GO:0015293,GO:0055085
100705172	GO:0006865,GO:0003824,GO:0005975,GO:0016020,GO:0016021
100705173	GO:0005634,GO:0051726
100705175	GO:0046873,GO:0016020,GO:0016021,GO:0055085,GO:0030001,GO:0001837,GO:0042074
100705177	GO:0060070,GO:0005634,GO:0003677,GO:0016055,GO:0008013,GO:0006357
100705178	GO:0016226,GO:0005506,GO:0051536
100705179	GO:0005515,GO:0005576,GO:0016567,GO:0090729,GO:0035821
100705181	GO:0016787,GO:0006357,GO:0016311,GO:0008195,GO:0009062,GO:0019432
100705182	GO:0016787,GO:0003824,GO:0002244,GO:0004301,GO:0060841
100705183	
100705184	GO:0000166,GO:0005524,GO:0046872,GO:0016020,GO:0016021,GO:0005507,GO:0005794,GO:0006812,GO:0098655,GO:0030001,GO:0019829,GO:0010038,GO:0046688,GO:0006825
100705186	
100705188	
100705190	GO:0005515
100705191	GO:0007342
100705199	GO:0004386,GO:0003676,GO:0005524,GO:0000166,GO:0016787,GO:0003724
100705200	GO:0005737,GO:0005515
100705211	GO:0003676,GO:0001525,GO:0001570,GO:0051897,GO:0060217,GO:0060841,GO:0005515
100705212	GO:0004864,GO:0007165
100705213	GO:0016020,GO:0016021,GO:0007155,GO:0007229,GO:0008305
100705214	GO:0003725,GO:0003723,GO:0003677,GO:0005634,GO:0005737,GO:0051607
100705216	GO:0007165
100705218	GO:0006355,GO:0003690
100705219	GO:0004672,GO:0004674,GO:0005524,GO:0016301,GO:0016740,GO:0006468,GO:0016310,GO:0004707,GO:0000165
100705220	GO:2001222,GO:0048168,GO:0005515
100705221	
100705223	GO:0016020,GO:0016021,GO:0006811,GO:0006813,GO:0005267,GO:0071805
100705226	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186,GO:0005887,GO:0019229,GO:0004993,GO:0050795,GO:0098664,GO:0046883,GO:0042310,GO:0008283
100705227	GO:0016020,GO:0016021,GO:0005886,GO:0030054,GO:0007154,GO:0005921,GO:0005922
100705228	GO:0005576,GO:0016020,GO:0005634,GO:0031966,GO:0005737,GO:1901214,GO:0042583
100705229	GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0046872,GO:0016491,GO:0004497
100705230	
100705232	GO:0035556,GO:0007186,GO:0009968,GO:0005096
100705233	GO:0004674,GO:0006468,GO:0005524,GO:0004672,GO:0043491,GO:0000166,GO:0016301,GO:0016740,GO:0016310,GO:0008643,GO:0106310,GO:0106311
100705234	GO:0030008,GO:0048193
100705235	GO:0042719,GO:0045039
100705236	GO:0004345,GO:0016614,GO:0006006,GO:0005975,GO:0016491,GO:0055114,GO:0017057,GO:0006098,GO:0050661
100705237	GO:0006470,GO:0016791,GO:0004725,GO:0016311,GO:0005515,GO:0016020,GO:0016021,GO:0016787,GO:0004721,GO:0035335
100705238	GO:0042254
100705240	GO:0005524,GO:0016887,GO:0005515
100705241	GO:0016020,GO:0016021,GO:0005509,GO:0005886,GO:0007155,GO:0007156
100705244	GO:0046872,GO:0016020,GO:0016021,GO:0016491,GO:0055114,GO:0004392,GO:0006788
100705245	GO:0046914,GO:0005509
100705249	GO:0005524,GO:0004020,GO:0000103,GO:0004781,GO:0000166,GO:0016740,GO:0008152,GO:0016779,GO:0016310,GO:0003824
100705251	GO:0043277,GO:0043652,GO:0090387,GO:0016525,GO:0007166,GO:0004888,GO:0005887,GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0005886,GO:0007165
100705253	GO:0016021,GO:0005765,GO:0000421
100705254	
100705255	GO:0005515
100705256	
100705257	GO:0007186,GO:0004930,GO:0016021
100705258	GO:0016020,GO:0016021,GO:0022857,GO:0055085
100705259	GO:0005576,GO:0046872,GO:0016020,GO:0016021,GO:0006955,GO:0005164,GO:0005515
100705260	GO:0005179,GO:0007165,GO:0005576,GO:0036302,GO:0060038,GO:1905072
100705263	GO:0005247,GO:0006821,GO:0055085,GO:0016020,GO:0016021,GO:0006811,GO:1902476
100705264	
100705266	
100705270	GO:0016020,GO:0016021
100705272	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100705273	
100705277	
100705280	GO:0008234,GO:0006508
100705281	GO:0003713
100705282	GO:0000166,GO:0005524,GO:0003677,GO:0006281,GO:0003774,GO:0003777,GO:0008017,GO:0007018,GO:0005874
100705283	GO:0007166,GO:0004888,GO:0007186,GO:0004930,GO:0016021
100705285	GO:0016020,GO:0016021
100705286	GO:0005515
100705291	GO:0007264,GO:0005525,GO:0003924
100705292	GO:0005515,GO:0016567
100705294	GO:0008270,GO:0003676
100705296	GO:0004000,GO:0003723,GO:0006396
100705297	GO:0016491,GO:0055114,GO:0005737,GO:0031419,GO:0033787,GO:0009236
100705298	GO:0005515
100705299	GO:0016020,GO:0016021
100705306	
100705307	
100705310	GO:0046872,GO:0016020,GO:0016021,GO:0016491,GO:0020037,GO:0048246,GO:0055114,GO:1990266,GO:0005886,GO:0043020
100705311	GO:0008483,GO:0009058,GO:0006520,GO:0030170,GO:0003824,GO:0016740,GO:0004069,GO:0005737,GO:0005856,GO:0008017,GO:0048870,GO:0031514,GO:0017137
100705313	GO:0005515
100705318	GO:0046872,GO:0005515,GO:0008270
100705319	GO:0000159,GO:0019888,GO:0005515,GO:0043666
100705320	GO:0034450,GO:0006511,GO:0004842,GO:0016567,GO:0000151
100705324	
100705326	
100705327	,GO:0046872,GO:0016491,GO:0055114,GO:0051213,GO:0005634,GO:0006325
100705328	GO:0042981,GO:0046872,GO:0005634,GO:0005737
100705329	GO:0005875,GO:0030286,GO:0007017
100705330	GO:0008543,GO:0005104,GO:0008083,GO:0005576
100705331	
100705333	GO:1902412,GO:0005515
100705334	GO:0006086,GO:0004739,GO:0016491,GO:0055114,GO:0003824,GO:0006006,GO:0004738,GO:0043473
100705335	GO:0006836,GO:0019905
100705337	GO:0048013,GO:0046875,GO:0016020,GO:0031225
100705338	GO:0007154,GO:0005509,GO:0016020,GO:0016021,GO:0007275
100705339	GO:0005737,GO:0032793,GO:0005634,GO:0051289,GO:0008140
100705340	GO:0007275,GO:0005694,GO:0000776,GO:0000777
100705341	GO:0006511,GO:0016579,GO:0004843,GO:0004842
100705343	GO:0016020,GO:0016021,GO:0005886,GO:0030054,GO:0005923,GO:0005198
100705344	
100705346	GO:0032559,GO:0045261,GO:0046034,GO:0046933,GO:1902600,GO:0005524,GO:0015986,GO:0000166,GO:0016020,GO:0006811,GO:0006754
100705348	GO:0000981,GO:0003677,GO:0006355
100705350	GO:0051276,GO:0005694,GO:0005515,GO:0005524,GO:0005634,GO:0007049,GO:0030261
100705351	GO:0008234,GO:0006508
100705353	GO:0016020,GO:0016021,GO:0005887
100705355	GO:0016740,GO:0016020,GO:0005739,GO:0005743,GO:0008168,GO:0006744,GO:0032259,GO:0031314,GO:0008425,GO:0043333
100705357	
100705358	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186
100705359	GO:0003094,GO:0008356,GO:0032836,GO:0072015
100705364	
100705365	GO:0003677
100705371	GO:0046872,GO:0005515,GO:0008270
100705372	GO:0005576,GO:0005515,GO:0090729,GO:0035821
100705373	GO:0003677,GO:0006260
100705374	,GO:0016020,GO:0016021
100705376	GO:0016020,GO:0016021,GO:0015031
100705377	GO:0007602,GO:0007601,GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0009881,GO:0007165,GO:0018298,GO:0050896
100705379	GO:0051216
100705380	GO:0035721,GO:0005868,GO:0005737,GO:0005856,GO:0005874,GO:0035735,GO:0005815,GO:0005929
100705381	
100705384	GO:0016787,GO:0016791,GO:0016311
100705386	GO:0003723,GO:0003676
100705387	,GO:0005515
100705388	GO:0005515
100705390	GO:0019956,GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186,GO:0005044,GO:0006897,GO:0004950,GO:0006935,GO:0070098
100705391	
100705393	GO:0070652,GO:0007098,GO:0051225
100705394	GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0016310,GO:0016307,GO:0046488,GO:0046854
100705395	GO:0005737,GO:0043065,GO:1901981
100705396	
100705397	GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565
100705398	GO:0004181,GO:0008270,GO:0006508,GO:0046658
100705401	GO:0006561,GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0016310,GO:0005737,GO:0008152,GO:0016491,GO:0055114,GO:0005739,GO:0003824,GO:0016620,GO:0008652,GO:0055129,GO:0004349,GO:0004350
100705402	
100705405	
100705406	
100705407	GO:0016020,GO:0016021,GO:0005739,GO:0031966,GO:0005744,GO:0030150
100705409	GO:0016746
100705410	GO:0006468,GO:0005524,GO:0004672,GO:0000166,GO:0004674
100705414	
100705416	GO:0016740,GO:0046872,GO:0016567,GO:0005634,GO:0016605,GO:0005515
100705418	GO:0034220,GO:0004888,GO:0005230,GO:0006811,GO:0005216,GO:0016021
100705419	GO:0016740,GO:0005739,GO:0008168,GO:0032259,GO:0035243,GO:0019918,GO:0032981,GO:0043009
100705420	GO:0007062,GO:0008278,GO:0005634,GO:0005515,GO:0007059
100705422	GO:0005515
100705423	GO:0016020,GO:0016021,GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0007275,GO:0005783,GO:0005789,GO:0045944,GO:0030968,GO:0035497,GO:0003330,GO:0060628,GO:0006986
100705424	GO:0007264,GO:0005525,GO:0003924
100705425	,GO:0016740,GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0030173,GO:0016758,GO:0030259
100705426	GO:0017147,GO:0060070,GO:0042813,GO:0005515,GO:0016020,GO:0016021,GO:0005886,GO:0007275,GO:0016055,GO:0006897,GO:0071936,
100705427	GO:0006355,GO:0003677,GO:0003700
100705428	GO:0006357,GO:0005634,GO:0003677,GO:0003700,GO:0006355
100705435	GO:0019722,GO:0005509,GO:0046872
100705436	GO:0009086,GO:0047150,GO:0008270,GO:0016740,GO:0046872,GO:0008168,GO:0032259
100705437	GO:0016192,GO:0016021,GO:0016020,GO:0005794
100705440	GO:0031419,GO:0005576,GO:0015889,GO:0006824
100705441	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186
100705442	GO:0035658,GO:0010506,GO:0005515
100705443	GO:0016020,GO:0016021,GO:0004930,GO:0007186
100705444	GO:0003924,GO:0005525,GO:0007264
100705445	GO:0005515,GO:0016020,GO:0016021
100705449	GO:0033177,GO:0033179,GO:1902600,GO:0015078,GO:0016020,GO:0016021,GO:0006811,GO:0005773,GO:0005774
100705450	GO:0016020,GO:0016021,GO:0005509,GO:0006897,GO:0005515,
100705454	GO:0016020,GO:0016021,GO:0034220,GO:0005739,GO:0031966,GO:0055085,GO:0006811,GO:0015075,GO:0006865
100705456	
100705457	GO:0042373,GO:0047057,GO:0016020,GO:0016021,GO:0016491,GO:0055114,GO:0005783,GO:0005789,GO:0048038
100705460	GO:0005515
100705466	,GO:0003677
100705467	
100705476	GO:0046872,GO:0008270,GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565,GO:0021982
100705478	GO:0000166,GO:0004672,GO:0005524,GO:0016301,GO:0016740,GO:0006468,GO:0016310,GO:0016020,GO:0016021,GO:0005886,GO:0004713,GO:0018108,GO:0004714,GO:0005515
100705479	GO:0007052,GO:0005737,GO:0005856
100705480	GO:0006355,GO:0003677,GO:0005634,GO:0046983,GO:0007275,GO:0007399,GO:0030154,GO:0045664,GO:0090128
100705481	GO:0005783,GO:0001889,GO:0048793,GO:0005515,GO:0006491,GO:0005509
100705483	GO:0009253,GO:0008745,GO:0008270,GO:0002376,GO:0042742
100705485	GO:0060326,GO:0008009,GO:0006955,GO:0005576
100705489	GO:0006629
100705490	GO:0003735,GO:0006412,GO:0005840
100705491	GO:0045332,GO:0015914,GO:0140326,GO:0000287,GO:0000166,GO:0005524,GO:0016021,GO:0046872,GO:0016020
100705492	GO:0016020,GO:0016021,GO:0006811,GO:0005267,GO:0071805,GO:0005252
100705494	
100705495	GO:0005515
100705496	GO:0016020,GO:0016021,
100705497	GO:0004672,GO:0005524,GO:0006468,GO:0005515
100705498	
100705499	GO:0016491,GO:0055114,GO:0004745,GO:0001947,GO:0014032,GO:0031017,GO:0035138,GO:0042572,GO:0042574,GO:0048546,GO:0048703,GO:0060047
100705502	
100705503	
100705504	GO:0016020,GO:0016021,GO:0008021
100705506	GO:0016020,GO:0016021
100705507	GO:0046856,GO:0005515,GO:0016020,GO:0016787,GO:0005856,GO:0002376,GO:0005829,GO:0042995,GO:0016607,GO:0030027,GO:0030175
100705508	GO:0046872,GO:0005737,GO:0070530
100705510	GO:0000062
100705513	GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0030054,GO:0004888,GO:0045202,GO:0045211,GO:0005216,GO:0005230,GO:0034220,GO:0060079,GO:0022848,GO:0060078
100705514	GO:0048013,GO:0046875,GO:0016020,GO:0031225
100705515	GO:0042613,GO:0006955,GO:0019882,GO:0016020
100705518	GO:0003723,GO:0000049
100705521	
100705522	GO:0016020,GO:0016021,GO:0005737,GO:0005764,GO:0005765,GO:0048471,
100705527	GO:0016020,GO:0016021
100705528	GO:0005576,GO:0005179
100705530	
100705531	
100705532	GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0030054,GO:0004888,GO:0005254,GO:0006821,GO:1902476,GO:0034707,GO:0045202,GO:0045211,GO:0005216,GO:0005230,GO:0034220,GO:0004890
100705534	
100705538	GO:0016020,GO:0016021
100705540	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100705541	GO:0046872,GO:0008270,GO:0003677,GO:0005634,GO:0048188,GO:0002244
100705542	GO:0016020,GO:0016021,GO:0005886,GO:0007166,GO:0004888
100705545	GO:0046872,GO:0005509,GO:0046914,GO:0050786
100705547	GO:0046872,GO:0016787,GO:0006508,GO:0030145,GO:0070006,GO:0031018,GO:1990798
100705549	GO:0016020,GO:0016021,GO:0004930,GO:0007186,GO:0007166,GO:0004888
100705550	GO:0005515,
100705551	GO:0008171,GO:0016740,GO:0008168,GO:0032259,GO:0001510,GO:0008173,GO:0034587,GO:0048599,GO:0043186
100705552	GO:0008270,GO:0006355,GO:0043565,GO:0000122
100705554	GO:0055085,GO:0022857
100705555	GO:0005737
100705557	GO:0006269,GO:0003896,GO:0016740,GO:0046872,GO:0003899,GO:0016779,GO:0006260
100705558	GO:0016020,GO:0016021,GO:0007340
100705559	GO:0004148,GO:0016668,GO:0045454,GO:0000166,GO:0016491,GO:0055114,GO:0050660,GO:0031410,GO:0005929,GO:0060047,GO:0031514,GO:0001669
100705560	GO:0005634,GO:0003677,GO:0006310,GO:0006302
100705563	GO:0031462,GO:0005515
100705566	GO:0006956,GO:0005579,GO:0006955,GO:0005515,GO:0005576,GO:0002376,GO:0045087,GO:0019835,GO:0006958,
100705567	GO:0016810,GO:0007420,GO:0007411,GO:0030516,GO:0045664,GO:0007010,GO:0016787,GO:0005737,GO:0008017,GO:0007275,GO:0007399,GO:0030154,GO:0007409,GO:0031103,GO:0005829
100705568	GO:0016021,GO:0030215,GO:0002040,GO:0005515,GO:0038191
100705569	GO:0005737,GO:0005856,GO:0014003,GO:0032289,GO:0098958,GO:1904115,
100705570	GO:0016020,GO:0005794,GO:0006886,GO:0015031,GO:0016192,GO:0030659,GO:0031410,GO:0030131
100705571	GO:0030183,GO:0033077,
100705572	GO:0005515,
100705573	GO:0015031,GO:0035091
100705576	GO:0046930,GO:0052331,GO:0046931,GO:0015267,GO:0006812
100705577	GO:0019287,GO:0004163,GO:0008299,GO:0005829,GO:0016831,GO:0005524,GO:0000166,GO:0006629,GO:0016829,GO:0006694,GO:0006695,GO:0008202,GO:0008203,GO:0016126
100705583	GO:0046872,GO:0016021,GO:0006486,GO:0016757,GO:0005783,GO:0005789,GO:0015020,GO:0015012,GO:0050508,GO:0050509
100705584	GO:0042742
100705586	GO:0008283,GO:0043066,GO:0060117,GO:0048839,GO:0048598
100705587	GO:0008013,GO:0030178
100705589	GO:0005634,GO:0016787,GO:0003677,GO:0090305,GO:0006281,GO:0003684,GO:0004518,GO:0006974
100705590	GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0034220,GO:0030054,GO:0004970,GO:0015276,GO:0035235,GO:0045202,GO:0045211,GO:0038023,GO:0005216
100705592	GO:0046872,GO:0008270
100705593	GO:0006826,GO:0008199,GO:0006879,GO:0046872
100705594	,GO:0046872,GO:0016491,GO:0055114,GO:0051213,GO:0005634,GO:0006325
100705599	,GO:0016020,GO:0016021
100705600	GO:0005525
100705604	GO:0005515
100705605	GO:0005576,GO:0005515,GO:0090729,GO:0035821
100705606	GO:0005576,GO:0005509,GO:0007155
100705607	GO:0000139,GO:0008146,GO:0005975
100705609	GO:0005576,GO:0016020,GO:0006955,GO:0005886,GO:0002376,GO:0045087,GO:0005579,GO:0071391,GO:0019835,GO:0005515,GO:0006957,GO:0006958,GO:0044218
100705611	GO:0006885,GO:0006814,GO:0015385,GO:0015299,GO:0006812,GO:0055085,GO:0016021,GO:0016020,GO:0005886,GO:0006811,GO:1902600,GO:0035725,GO:0015297
100705613	GO:0008234,GO:0004869,GO:0006508,GO:0010951
100705614	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
100705617	GO:0016020,GO:0016021
100705618	
100705620	
100705626	GO:0060319
100705628	GO:0035556,GO:0007165,GO:0005096,GO:0043547,GO:0051056
100705630	GO:0070072
100705637	GO:0005665,GO:0001055,GO:0005634,GO:0003677,GO:0046983,GO:0003899,GO:0006351,GO:0006366
100705639	GO:0016020,GO:0016021,GO:0050790,GO:0005783,GO:0005789,GO:0008047,GO:0006691,GO:0001525,GO:0019370
100705640	GO:0055114
100705642	GO:0005576,GO:0046872,GO:0016491,GO:0055114,GO:0005507,GO:0005615,GO:0016641,GO:0030903,GO:0018215,GO:0004720,GO:0018057
100705643	GO:0046872,GO:0016020,GO:0016021,GO:0008270,GO:0016787,GO:0008233,GO:0006508,GO:0008237,GO:0004222,GO:0005515
100705644	GO:0046983,GO:0003677,GO:0006355
100705645	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0007420,GO:0000981,GO:0001654,GO:0021554,GO:0021631
100705651	GO:0016813,GO:0046872,GO:0016787
100705655	GO:0008641,GO:0046872,GO:0005794,GO:0005789,GO:0018215
100705658	GO:0030593,GO:0038036,GO:0007186,GO:0004930,GO:0016021
100705659	GO:0005634,GO:0006915
100705660	GO:0007507,GO:0045944,GO:0001756,GO:0000976,GO:0010628,GO:0030239,GO:0000977,GO:0046983,GO:0003677,GO:0005634
100705661	GO:0007165,GO:0070507
100705662	
100705665	GO:0035556,GO:0042383,GO:0005515
100705666	GO:0008033,GO:0016787
100705669	GO:0004896,GO:0005515,GO:0016020,GO:0019221
100705670	
100705671	GO:0000166,GO:0005524,GO:0051082,GO:0006457,GO:0030240
100705672	GO:0007420,GO:0005509,GO:0005737
100705673	GO:0006355,GO:0005634,GO:0003677,GO:0007275,GO:0006357,GO:0000981
100705674	GO:0016624,GO:0006099,GO:0055114,GO:0004591,GO:0030976,GO:0016491,GO:0016020,GO:0016021
100705676	GO:0005524,GO:0000166
100705677	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
100705679	GO:0016020,GO:0016021,GO:0030246,GO:0005783,GO:0005789
100705681	GO:0004152,GO:0006207,GO:0016627,GO:0003824,GO:0005737,GO:0016020,GO:0055114,GO:0016491,GO:0005739,GO:0005743,GO:0044205
100705682	GO:0005737,GO:0002102,GO:0071437,
100705686	
100705688	GO:0016020,GO:0016021,GO:0055085,GO:0008271,GO:0015116,GO:0008272,GO:1902358
100705689	GO:0016020,GO:0006886,GO:0035091,GO:0001947,GO:0060271,GO:0070121,GO:0070986
100705692	GO:0051694,GO:0005523,GO:0051015
100705693	GO:0016020,GO:0016021,GO:0030215,GO:0005515
100705694	GO:0016020,GO:0016021
100705696	GO:0016020,GO:0016021,GO:0005515
100705697	
100705699	GO:0003924,GO:0005525
100705701	GO:0035091
100705703	GO:0003924,GO:0005525,GO:0007264
100705704	GO:0016020,GO:0007275,GO:0035023,GO:0030154,GO:0005901,GO:0007517,GO:0030017
100705705	GO:0006914,GO:0016020,GO:0005783,GO:0005789,GO:0034045,GO:0005811
100705706	GO:0006508,GO:0008234,GO:0004197
100705707	GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0000166,GO:0003779,GO:1904888
100705710	GO:0005515,GO:0016020,GO:0016021
100705711	GO:0016491,GO:0016020,GO:0055114,GO:0016021,GO:0016175
100705712	
100705715	GO:0046872,GO:0016491,GO:0020037,GO:0055114,GO:0004497,GO:0005506,GO:0016705,GO:0001944,GO:0003151,GO:0021661,GO:0030902,GO:0033339,GO:0042573,GO:0055014
100705716	GO:0007420,GO:0007507
100705718	GO:0005886,GO:0019239,GO:0030054,GO:0009168,GO:0060205,GO:0004000
100705720	GO:0016787,GO:0008233,GO:0006508,GO:0008234
100705722	GO:0003677,GO:0018298,GO:0016829,GO:0006281,GO:0006974,GO:0003904
100705727	GO:0008146
100705728	GO:0005515,GO:0008270
100705729	GO:0016020,GO:0016021
100705730	
100705731	GO:0006937,GO:0005861,GO:0006942
100705733	GO:0003697
100705735	GO:0006402,GO:0030145,GO:0016787,GO:0003723
100705737	GO:0016740,GO:0016020,GO:0016021,GO:0016757,GO:0017176,GO:0006506
100705738	GO:0004563,GO:0005975,GO:0004553,GO:0016787,GO:0102148,GO:0005764,GO:0016798,GO:0008152
100705740	GO:0007283,GO:0030728,GO:0008585,GO:0008584,GO:0004964,GO:0004996,GO:0016500,GO:0007186,GO:0004930,GO:0016021,GO:0005515
100705741	GO:0002040,GO:0016641,GO:0005044,GO:0005507,GO:0016020,GO:0055114,GO:0005576,GO:0046872,GO:0016491,GO:0006897,GO:0005615,GO:0018215,GO:0004720,GO:0018057,GO:0016021
100705742	GO:0006182,GO:0004383,GO:0000166,GO:0035556,GO:0020037,GO:0005737,GO:0005525,GO:0016829,GO:0016849,GO:0009190
100705743	GO:0016592,GO:0006357,GO:0003712,GO:0005634
100705744	GO:0019901,GO:0005737
100705747	GO:0061817,GO:0006869,GO:0008289,GO:0016020,GO:0016021,GO:0005886,GO:0005783,GO:0005789,
