V1	V2
100689919	GO:0003723,GO:0003743,GO:0006412,GO:0006413
100689923	
100689924	
100689926	GO:0032299,GO:0006401
100689929	GO:0001947,GO:0007507,GO:0045823,GO:0016746,GO:0006644,GO:0005783
100689931	GO:0016491,GO:0055114,GO:0001735,GO:0016670,GO:0030328
100689933	GO:0005634
100689936	
100689937	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
100689938	GO:0016779,GO:0016740,GO:0009058
100689939	GO:0005737,GO:0005794
100689940	GO:0003676,GO:0008270
100689941	GO:0046872,GO:0003676,GO:0005634,GO:0003700,GO:0045892
100689943	GO:0005840,GO:0006412,GO:0003735,GO:0030218,GO:0035284,GO:0042541,GO:0043009,GO:0045088,GO:0045646,GO:0048821,GO:0072332
100689944	
100689945	GO:0007186,GO:0004930,GO:0016021
100689947	
100689948	GO:0030097,GO:0008016,GO:0048821,GO:0004674,GO:0006468,GO:0005524,GO:0004672,GO:0000166,GO:0106310,GO:0106311
100689952	GO:0046872,GO:0003824,GO:0051536,GO:0009615
100689953	GO:0008320,GO:0030150,GO:0015450,GO:0005744,GO:0006886
100689955	
100689956	GO:0006352,GO:0070897,GO:0046872
100689957	GO:0004974,GO:0007186,GO:0004930,GO:0016021
100689961	
100689962	GO:0016020,GO:0016021,GO:0005509,GO:0005886,GO:0007155,GO:0007156
100689963	GO:0005576,GO:0007596,GO:0005102,GO:0007599,GO:0030168,GO:0051258,GO:0005577,GO:0072378
100689964	
100689967	GO:0015012,GO:0047464,GO:0030210,GO:0042802
100689970	GO:0005515
100689973	GO:0008076,GO:0006813,GO:0005249,GO:0006811,GO:0005216,GO:0055085,GO:0051260,GO:0005515,GO:0016020,GO:0016021,GO:0005244,GO:0034765,GO:0005267,GO:0071805
100689974	GO:0005515
100689976	GO:0008283,GO:0005125,GO:0005576,GO:0005179
100689980	GO:0004709,GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0016301,GO:0016740,GO:0006468,GO:0016310,GO:0000165,GO:0000186,GO:0005515
100689983	GO:0008285
100689987	GO:0005515
100689988	GO:0000166,GO:0005525
100689991	GO:0071539,GO:0005737,GO:0005813,GO:0005515
100689993	GO:0016020,GO:0016021,GO:0060837
100689995	GO:0046872,GO:0008270,GO:0006355,GO:0005634,GO:0003677,GO:0003700,GO:0043565,GO:0007275,GO:0004879,GO:0030522,GO:0010468,GO:0010628
100689998	GO:0004890,GO:0034220,GO:0004888,GO:0005230,GO:0006811,GO:0005216,GO:0016021,GO:0016020,GO:0005886,GO:0030054,GO:0005254,GO:0006821,GO:1902476,GO:0034707,GO:0045202,GO:0045211
100689999	GO:0006468,GO:0005524,GO:0004672
100690000	
100690002	GO:0033014,GO:0004852,GO:0006780
100690003	GO:0016020,GO:0016021,GO:0005509,GO:0006897,GO:0005515
100690004	GO:0046872,GO:0006886,GO:0031901
100690007	GO:0046935,GO:0043551,GO:0005944
100690008	GO:0005525
100690009	GO:0055114
100690010	
100690011	GO:0007186,GO:0004930,GO:0016021
100690015	GO:0006164,GO:0003938,GO:0003824,GO:0016491,GO:0055114,GO:0000166,GO:0046872,GO:0005634,GO:0005737,GO:0006177,GO:0007623
100690018	GO:0006694,GO:0120020,GO:0015485,GO:0005739,GO:0008289
100690021	GO:0007178,GO:0004675,GO:0006468,GO:0005524,GO:0004672,GO:0016020,GO:0000166,GO:0004674,GO:0016301,GO:0016740,GO:0046872,GO:0016310,GO:0016021,GO:0005515
100690023	GO:0005667,GO:0046983,GO:0003700,GO:0006355
100690027	GO:0004308,GO:0016798,GO:0008152,GO:0006629,GO:0016042,GO:0052794,GO:0052795,GO:0052796
100690028	GO:0022008
100690029	GO:0006470,GO:0016791,GO:0004725,GO:0016311,GO:0005515,GO:0016020,GO:0016021,GO:0016787,GO:0004721,GO:0035335
100690031	GO:0006749,GO:0005515
100690032	GO:0055114
100690033	GO:0000266,GO:0016020,GO:0016021,GO:0005739,GO:0005741,GO:0055088,GO:0005515
100690034	GO:0005737,GO:0003735,GO:0006412,GO:0005840,GO:0022627,GO:0043009
100690035	GO:0005515,GO:0016020,GO:0050790,GO:0005085
100690038	GO:0003723,GO:0003676,GO:0005515
100690041	GO:0046872,GO:0016020,GO:0016021,GO:0007155,GO:0007229,GO:0008305
100690045	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
100690046	GO:0046872,GO:0008270,GO:0003676
100690047	GO:0007052,GO:0005737,GO:0005856
100690049	GO:0008195,GO:0006644,GO:0007409,GO:0005887,GO:0046839,GO:0042577
100690050	GO:0005764,GO:0006508,GO:0004190,GO:0003406,GO:0009617,GO:0061061,GO:0016787,GO:0008233
100690051	GO:0016020,GO:0016021,GO:0004930,GO:0007186
100690052	GO:0005634,GO:0010468
100690053	GO:0046872,GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
100690057	GO:0000220,GO:0033179,GO:1902600,GO:0015078,GO:0016020,GO:0016021,GO:0006811,GO:0071466
100690058	GO:0046872,GO:0016020
100690060	GO:0003824,GO:0000287,GO:0030976
100690061	GO:0005332,GO:0006836,GO:0005887,GO:0016021,GO:0016020,GO:0015293,GO:0055085,GO:0015812
100690065	GO:0016020,GO:0016021,GO:0007165,GO:0017154,GO:0071526,GO:0005515
100690066	GO:0016021,GO:0042802,
100690067	GO:0016020,GO:0016021,GO:0005783,GO:0005789,GO:0030968,GO:0036269,GO:0006874,GO:0005794,GO:0006986,GO:0008016
100690069	GO:0005525
100690070	GO:0016538,GO:0006351,GO:0006357
100690072	GO:0006471,GO:0003950,GO:0016740,GO:0005634,GO:0016757
100690075	GO:0008934,GO:0046855,GO:0046854,GO:0004674,GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0046872,GO:0016310,GO:0016787,GO:0005737,GO:0006468,GO:0042254,GO:0106310,GO:0106311
100690079	
100690082	
100690084	GO:0007186,GO:0004930,GO:0016021
100690086	GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0005886,GO:0007165
100690089	GO:0005576,GO:0008083,GO:0005104,GO:0008543,GO:0021509,GO:0030901,GO:0030917,GO:0033278
100690091	GO:0046872,GO:0016491,GO:0020037,GO:0055114,GO:0004497,GO:0005506,GO:0016705,GO:0016712
100690093	GO:0005634,GO:0006367,GO:0005672
100690096	GO:0003723,GO:0006417,GO:0005634,GO:0005737,GO:0006397,GO:0008380,GO:0051028,GO:0042995,GO:0016607,GO:0035145,GO:0030425,GO:0000184
100690099	GO:0051015,GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0000166,GO:0003779
100690100	GO:0008076,GO:0006813,GO:0005249,GO:0006811,GO:0005216,GO:0055085,GO:0051260,GO:0005515,GO:0016020,GO:0016021,GO:0005244,GO:0034765,GO:0005267,GO:0071805
100690101	
100690102	
100690103	GO:0000256,GO:0008270,GO:0016787,GO:0016810,GO:0004038,GO:0050897
100690104	GO:0007264,GO:0005085,GO:0050790
100690107	GO:0030097,GO:0051216,GO:0048703,GO:0005634,GO:0003677,GO:0003700,GO:0006355,GO:0005524,GO:0045893
100690108	GO:0005515
100690110	
100690111	GO:0016020,GO:0016021,GO:0005929,GO:0042995,GO:0060027,GO:0030030,
100690116	GO:0016020,GO:0016021,GO:0022857,GO:0055085,GO:0005634,GO:0005737
100690117	GO:0003779,GO:0007009
100690118	GO:0005509
100690122	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186
100690123	GO:0008168
100690126	GO:0005242,GO:0006813,GO:0016021
100690127	GO:0008201,GO:0007155,GO:0005576,GO:0005509
100690129	GO:0005923,GO:0005198,GO:0016021
100690130	,GO:0048471,GO:0005829
100690132	GO:0005634,GO:0006357,GO:0003712,GO:0016592
100690133	GO:0038023,GO:0004970,GO:0015276,GO:0006811,GO:0005216,GO:0016020,GO:0016021,GO:0005886,GO:0034220,GO:0030054,GO:0035235,GO:0045202,GO:0045211
100690134	GO:0000166,GO:0005525
100690136	
100690137	GO:0005737,GO:0006897,GO:0008289,GO:0030128
100690141	GO:0003810,GO:0018149,GO:0046872,GO:0018215
100690142	GO:0016020,GO:0005886
100690144	GO:0005737,GO:0005856,GO:0007049,GO:0005819,GO:0007059,GO:0000777,GO:0000940
100690145	GO:0005267,GO:0071805,GO:0016021,GO:0016020
100690147	GO:0042742,GO:0003796
100690150	,GO:0016020,GO:0016021
100690151	GO:0046872,GO:0006355,GO:0016787,GO:0005634,GO:0007165,GO:0004114,GO:0008081,GO:0004115,GO:0006198
100690152	GO:0005811,GO:0016866,GO:0000250,GO:0042300,GO:0016104,GO:0016853
100690153	GO:0016020,GO:0016021,GO:0016491,GO:0055114,GO:0006629,GO:0016126,GO:0006694,GO:0006695,GO:0008202,GO:0008203,GO:0016628
100690158	GO:0016021,GO:0016020
100690159	GO:0006366,GO:0046982
100690161	GO:0005078,GO:0005515,GO:0005737,GO:0043410
100690162	GO:0016021,GO:0007154,GO:0007160,GO:0005604,GO:0033333,GO:0033334,
100690163	GO:0005515
100690165	,GO:0005634
100690166	,GO:0005634,GO:0042254,GO:0005730
100690172	GO:0018342,GO:0008318,GO:0004663,GO:0005968,GO:0018344,GO:0016740,GO:0008270,GO:0004659,GO:0005515,GO:0018215
100690173	GO:0038023,GO:0004970,GO:0015276,GO:0006811,GO:0005216,GO:0016020,GO:0016021,GO:0005886,GO:0034220,GO:0030054,GO:0035235,GO:0045202,GO:0045211
100690175	GO:0005515
100690178	GO:0046872,GO:0003677
100690179	,GO:0005840
100690181	
100690182	GO:0006511,GO:0016579,GO:0004843,GO:0016787,GO:0008233,GO:0006508,GO:0008234,GO:0018215
100690183	GO:0046872,GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565
100690186	GO:0005515,GO:0016020,GO:0016021
100690187	GO:0045296,GO:0007155,GO:0005515
100690188	GO:0046872,GO:0005509,GO:0005246,GO:0007165
100690190	GO:0046982
100690191	GO:0072321,GO:0005758
100690193	
100690194	GO:0016021
100690198	GO:0016020,GO:0016192,GO:0005794
100690200	GO:0016740,GO:0016757,GO:0003824,GO:0006139,GO:0004731,GO:0009116
100690201	GO:0048703,GO:0004222,GO:0008237,GO:0006508,GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0005886,GO:0008233
100690203	GO:0003723,GO:0003676,GO:0005737,GO:0031047
100690205	GO:0004879,GO:0003677,GO:0043565,GO:0003700,GO:0006355,GO:0008270,GO:0031017,GO:0001889,GO:0051216,GO:0048565,GO:0061017
100690208	
100690209	GO:0006096,GO:0016829,GO:0000287,GO:0004634,GO:0000015
100690210	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
100690211	GO:0016746,GO:0016740,GO:0007626
100690212	GO:0042127,GO:0032287,GO:0045576,GO:0048538,GO:0045580
100690213	GO:0003676,GO:0008270
100690214	GO:0016020,GO:0016021,GO:0016787,GO:0004252,GO:0008233,GO:0008236,GO:0006508,GO:0005615
100690217	GO:0016740,GO:0016020,GO:0016021,GO:0008146
100690218	GO:0016740,GO:0046872,GO:0016020,GO:0016021,GO:0004842,GO:0016567
100690219	GO:0016740,GO:0016746,GO:0008080,GO:0016747
100690220	GO:0006561,GO:0004735,GO:0016491,GO:0055114,GO:0008652,GO:0055129
100690221	
100690222	GO:0017137,GO:0016020,GO:0015031,GO:0005768
100690223	GO:0004974,GO:0009986,GO:0004930,GO:0007186,GO:0016021
100690228	GO:0016020,GO:0016021,GO:0005509,GO:0005886,GO:0007155,GO:0007156
100690231	
100690233	GO:0016020,GO:0016021
100690234	GO:0005347,GO:0055085,GO:0005509,GO:0016020,GO:0016021,GO:0005739,GO:0005743,GO:0015171,GO:0003333
100690237	GO:0016020,GO:0016021,GO:0034220,GO:0055085,GO:0007605,GO:0098656,GO:0008271,GO:0015116,GO:0008272,GO:1902358,GO:0015075,GO:0015301,GO:0019531,GO:0006821,GO:0019532,GO:0042391,GO:0005737,GO:0005886
100690238	GO:0004652,GO:0043631,GO:0003723,GO:0016779
100690242	GO:0003824,GO:0030170,GO:0009058
100690243	
100690244	GO:0005515
100690245	GO:0005515,GO:0008270
100690248	GO:0016020,GO:0016021
100690250	GO:0000166,GO:0016020,GO:0016787,GO:0007165,GO:0003924,GO:0005525,GO:0032486,GO:0007507,GO:0060026,GO:0060536,GO:0004708,GO:0003428
100690253	GO:0003146,GO:0007601,GO:0048793,GO:0060026,GO:0060271,GO:0060972,GO:0070121,GO:0005515,
100690256	GO:0005515
100690259	GO:0050790,GO:0005085
100690260	GO:0051301,GO:0006357,GO:0016592,GO:0016538,GO:0000079,GO:0072015
100690261	GO:0016020,GO:0016021,GO:0030001,GO:0007034
100690262	GO:0005524,GO:0051082,GO:0006457,GO:0060271,GO:0001947,GO:0007368,GO:0007369,GO:0032402,GO:0043010,GO:0046907,GO:0048839,GO:0051877,GO:0060026,GO:0060027,GO:0070121,GO:0005634,GO:0005737
100690263	GO:0051301,
100690264	GO:0016020,GO:0016021,GO:0005739,GO:0005743,GO:0061617
100690265	GO:0046872,GO:0005634,GO:0043066,GO:0071157,GO:0005515
100690266	GO:0004875,GO:0004878,GO:0006935,GO:0007186,GO:0004930,GO:0016021
100690268	GO:0005515
100690269	GO:0005515
100690273	GO:0006511,GO:0016579,GO:0004843
100690274	GO:0000166,GO:0016020,GO:0016787,GO:0007165,GO:0003924,GO:0005525
100690275	GO:0030127,GO:0006888,GO:0006886,GO:0008270,GO:0016020,GO:0016021,GO:0015031,GO:0005789,GO:0031410,GO:0005829,GO:0012507
100690276	GO:0051377,GO:0016740,GO:0016020,GO:0016021,GO:0003824,GO:0005783,GO:0005789,GO:0006506
100690278	GO:0046872,GO:0003676,GO:0016787
100690280	GO:0019900,GO:0008017
100690281	GO:0046983
100690282	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
100690286	GO:0002574,GO:0043363,GO:0072554,GO:0035556,GO:0007165,GO:0043087,GO:0046580,GO:0046872,GO:0005096,GO:0043547
100690289	GO:0016020,GO:0016021,GO:0004930,GO:0009881,GO:0007165,GO:0007186,GO:0007601,GO:0007602,GO:0018298,GO:0050896
100690291	GO:0004997,GO:0007186,GO:0004930,GO:0016021
100690292	GO:0004999,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0007166,GO:0004888
100690293	GO:0005515
100690294	GO:0004308,GO:0016798,GO:0008152,GO:0006629,GO:0016042,GO:0052794,GO:0052795,GO:0052796
100690297	GO:0005515
100690298	GO:0005515,GO:0006749
100690299	,GO:0005737
100690303	GO:0003723,GO:0005737,GO:0030154,GO:0009953,GO:0030177,GO:0090263,GO:2000055,GO:0005515,GO:0017148
100690305	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100690306	GO:0016020,GO:0016021,GO:0005856,GO:0016012,GO:0042383
100690308	GO:0001217,GO:0000122,GO:0043565,GO:0003700,GO:0006355
100690310	GO:0046872,GO:0016020,GO:0016787,GO:0005737,GO:0004721,GO:0016791,GO:0043169,GO:0016311,GO:0006470,GO:0000287,GO:0030145,GO:0005829,GO:0004722,GO:0106306,GO:0106307
100690312	GO:0005730,GO:0006364,GO:0005515,GO:0045766
100690315	GO:0046872,GO:0005515
100690316	
100690317	
100690318	GO:0030097,
100690319	GO:0007186,GO:0004930,GO:0016021,GO:0016020
100690320	GO:0005634,GO:0006281,GO:0003684,GO:0016779,GO:0042276,GO:0071897,GO:0016740,GO:0003677,GO:0006974
100690321	GO:0045930,GO:0045666,GO:0007050
100690322	GO:0008081,GO:0004114,GO:0007165,GO:0004115,GO:0006198,GO:0046872,GO:0016787
100690323	GO:0008285,GO:0016020,GO:0016021
100690324	GO:0005515
100690325	GO:0005509,GO:0003755,GO:0016853,GO:0000413
100690326	GO:0005388,GO:0070588,GO:0000166,GO:0005524,GO:0016021,GO:0016020,GO:0046872,GO:0006811,GO:0006816
100690328	GO:0050953,GO:0007605,GO:0005515
100690329	GO:0030154,GO:0006357,GO:0003677,GO:0003700,GO:0006355
100690330	GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565
100690331	GO:0048484,GO:0004962,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0042310,GO:0008217,GO:0086100
100690332	GO:0000166,GO:0004672,GO:0005524,GO:0016301,GO:0016740,GO:0006468,GO:0016310,GO:0004713,GO:0004715,GO:0018108,GO:0005515
100690333	GO:0005761,GO:0032543
100690334	GO:0000166,GO:0005525
100690335	GO:0000123,GO:0005634
100690336	GO:0008410
100690342	GO:0016021,GO:0005576,GO:0016020,GO:0005886,GO:0007338,GO:0048916
100690343	GO:0005515,GO:0016020,GO:0016021
100690345	GO:0004518,GO:0003677,GO:0016787,GO:0005634,GO:0090305,GO:0004519
100690348	GO:0046872,GO:0007507,
100690350	,GO:0005930
100690351	GO:0016020,GO:0016021
100690353	GO:0030170,GO:0006520,GO:0008652
100690356	GO:0006351,GO:0003899,GO:0005515,GO:0003677,GO:0016740,GO:0016779
100690357	GO:0048512,GO:0006940,GO:0042922
100690360	GO:0016020,GO:0016021,GO:0005244,GO:0006811,GO:0034765,GO:0005267,GO:0071805,GO:0015271
100690362	
100690364	
100690366	GO:0005634,GO:0030054,GO:0007155,GO:0098609,GO:0030057,GO:0005515
100690367	GO:0003723,GO:0003676,GO:0005634
100690369	GO:0005515,GO:0032474,GO:0060271,GO:0061371
100690370	GO:0016020,GO:0015031,GO:0035091,GO:0030659,GO:0031410,GO:0000278,GO:0005546,GO:0005515
100690372	GO:0005634,GO:0005730,GO:0005515
100690373	GO:0005634,GO:0006397,
100690374	
100690375	GO:0016020,GO:0016021,GO:0005794,GO:0016192,GO:0031902,GO:0010008,GO:0017137
100690377	GO:0016740,GO:0046872,GO:0004842,GO:0016567,GO:0061630,GO:0005515
100690378	GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0000166,GO:0003779
100690382	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
100690384	GO:0005525,GO:0003924
100690385	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0008373,GO:0006486,GO:0097503
100690386	GO:0007189,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0005887,GO:0004952,GO:0042311
100690390	
100690391	GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0051015,GO:0000166,GO:0003779
100690392	GO:0042613,GO:0006955,GO:0019882,GO:0016020
100690395	GO:0050660,GO:0051537,GO:0016491,GO:0055114,GO:0046872,GO:0051536,GO:0072114
100690396	GO:0016776,GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0016310,GO:0005739,GO:0005525,GO:0006139,GO:0019205,GO:0005759,GO:0004017,GO:0046940,GO:0046899,GO:0006172,GO:0046033,GO:0046039,GO:0046041
100690399	
100690400	
100690402	GO:0003723,GO:0009982,GO:0001522,GO:0009451,GO:0016853,GO:0008033,GO:0106029
100690403	GO:0004850,GO:0016740,GO:0005737,GO:0016757,GO:0003824,GO:0016763,GO:0009116,GO:0009166,GO:0044206
100690405	GO:0005515
100690406	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
100690407	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100690409	GO:0048168,GO:0005515,GO:0016020,GO:0016021
100690410	GO:0005576,GO:0046872,GO:0052689,GO:0006629,GO:0004806
100690411	GO:0016933,GO:0022824,GO:0016594,GO:0034220,GO:0004888,GO:0005230,GO:0006811,GO:0005216,GO:0005887,GO:0016021,GO:0016020,GO:0005886,GO:0030054,GO:0005254,GO:0006821,GO:1902476,GO:0034707,GO:0045202,GO:0045211,GO:0042995
100690413	GO:0000166,GO:0005524,GO:0046872,GO:0005634,GO:0003678,GO:0004386,GO:0032508,GO:0006281,GO:0006974,GO:0000781
100690414	
100690418	GO:0046872,GO:0016020,GO:0016021
100690421	GO:0001755,GO:0007413,GO:0014037,GO:0014044,GO:0031101,GO:0042552,GO:0048914,GO:0048932,GO:0055003,GO:0048919,GO:0001837,GO:0060347,GO:0032285,GO:0060973,GO:0004713,GO:0007169,GO:0004714,GO:0006468,GO:0005524,GO:0004672,GO:0016021,GO:0016020,GO:0000166,GO:0016301,GO:0016740,GO:0016310,GO:0018108
100690422	GO:0098655,GO:0005221,GO:0007601,GO:0016020,GO:0016021
100690424	GO:0008305,GO:0007155,GO:0016020,GO:0016021,GO:0007229
100690425	,GO:0008289,GO:0006869
100690426	GO:0005576,GO:0005515
100690427	GO:0016020,GO:0005739,GO:0015031,GO:0001401,GO:0005741
100690428	GO:0006629,GO:0016020,GO:0016021
100690430	GO:0005179,GO:0007165,GO:0005576,GO:0031843,GO:0031844
100690431	GO:0016740,GO:0008146
100690432	GO:0016627,GO:0006629,GO:0016020,GO:0016021,GO:0016491,GO:0055114,GO:0005783
100690436	GO:0000166,GO:0005524,GO:0016020,GO:0016887,GO:0051301,GO:0007049
100690439	,GO:0005886,GO:0005737,GO:0005515
100690441	,GO:0005856,GO:0003779,GO:0060047,GO:0055003,GO:0060048
100690442	GO:0016020,GO:0016021,GO:0055085,GO:0015297,GO:0042910,GO:0042908
100690443	GO:0016020,GO:0016021
100690444	GO:0000166,GO:0005524,GO:0006974
100690446	GO:0016020,GO:0016021,GO:0005856,GO:0016012,GO:0042383
100690447	GO:0016787,GO:0003677,GO:0003824,GO:0006284,GO:0003905,GO:0006281,GO:0006974,GO:0008725,GO:0043916,GO:0052821,GO:0052822
100690448	
100690449	GO:0005576,GO:0048703,GO:0060021,GO:0060325,GO:0060536
100690450	GO:0015035,GO:0009055
100690455	GO:0005576,GO:0005179
100690456	GO:0005509
100690457	GO:0004252,GO:0006508,GO:0016787,GO:0008233,GO:0008236,GO:0005615
100690458	GO:0007165,GO:0005576,GO:0005615,GO:0008083,GO:0005160,GO:0051781
100690462	
100690463	GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565,GO:0010628,GO:0030225,GO:0030099,GO:0030223,GO:0045647,GO:0045659,GO:0048821
100690465	GO:0016020,GO:0016021
100690466	GO:0016020,GO:0016021,GO:0004930,GO:0009881,GO:0007165,GO:0007186,GO:0007601,GO:0007602,GO:0018298,GO:0050896
100690469	GO:0101005,GO:0030433,GO:0016579,GO:0004843,GO:0005515
100690471	GO:0016020,GO:0005604,
100690472	
100690473	GO:0007165,GO:0005515,
100690475	GO:0004363,GO:0016874,GO:0006750,GO:0005524
100690476	GO:0016740,GO:0046872,GO:0008270,GO:0070403,GO:0017136,GO:0016575
100690478	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
100690479	GO:0007155,GO:0005886,GO:0007156,GO:0005509,GO:0016020,GO:0016021
100690481	GO:0005096,GO:0043547,GO:0005515
100690483	GO:0000166,GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0005509,GO:0005739,GO:0003924,GO:0005525,GO:0005741,GO:0007005,GO:0031307,GO:0047497
100690484	GO:0005516
100690486	GO:0016020,GO:0016021,GO:0005515
100690491	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
100690492	GO:0016020,GO:0016021
100690495	GO:0016020,GO:0016021,GO:0030176,GO:0035252
100690496	GO:0016020,GO:0016021,GO:0005509,GO:0005886,GO:0007155,GO:0007156
100690499	GO:0032012,GO:0005086
100690500	GO:0046872
100690502	GO:0006996,GO:0016567,GO:0004842
100690505	GO:0006627,GO:0046872,GO:0004222,GO:0006508,GO:0017087,GO:0005739,GO:0005759
100690508	
100690510	GO:0030906,GO:0042147,GO:0015031,GO:0016020,GO:0005829,
100690511	GO:0006629,GO:0005515,GO:0016787,GO:0016042
100690512	GO:0005515
100690513	GO:0016020,GO:0016021,GO:0004252,GO:0006508
100690516	GO:0016740,GO:0016020,GO:0016021,GO:0016757,GO:0006486,GO:0005794,GO:0008417,GO:0036065,GO:0032580
100690518	GO:0016021,GO:0016020
100690520	GO:0000166,GO:0006412,GO:0003924,GO:0005525,GO:0003746,GO:0006414
100690528	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0006486
100690531	GO:0016020,GO:0016021
100690532	GO:0030036,GO:0008290,GO:0051016,GO:0003779,GO:0005737,GO:0005856,GO:0051693,GO:0001755,GO:0055001,GO:0014033
100690533	GO:0005634,GO:0005737,GO:0006511,GO:0051603,GO:0000502,GO:0005839,GO:0019773,GO:0043161
100690534	GO:0004875,GO:0004878,GO:0006935,GO:0007186,GO:0004930,GO:0016021
100690538	GO:0005576,GO:0046872,GO:0005515,GO:0090729,GO:0035821
100690541	GO:0016020,GO:0016021,GO:0005886,GO:0007218,GO:0004930,GO:0007165,GO:0007186,GO:0030273
100690542	GO:0008168
100690543	
100690547	
100690548	GO:0016020,GO:0016021,GO:0005783,GO:0003323,GO:0031018,GO:0042593,GO:0055074,GO:1990798,GO:0005515
100690550	,GO:0016020,GO:0005737
100690551	
100690552	GO:0046872,GO:0016787,GO:0008233,GO:0006508,GO:0004177,GO:0070006,GO:0070084
100690554	GO:0030195,GO:0005576,GO:0005509,GO:0042730
100690555	GO:0005509,GO:0005544,GO:0042470,GO:0001778
100690556	
100690557	
100690561	
100690562	GO:0005977,GO:0005516,GO:0005975
100690564	GO:0005634,GO:0030054,GO:0007155,GO:0098609,GO:0030057,GO:0005515
100690565	GO:0035556,GO:0007165,GO:0005096,GO:0043547
100690566	GO:0016020,GO:0005886,GO:0005739,GO:0005743
100690569	GO:0005515
100690570	GO:0007165,GO:0016020,GO:0006955,GO:0005125,GO:0005164,GO:0005615,GO:0009612,GO:0005515
100690571	GO:0005515,GO:0045746,GO:0001525,GO:0031641,GO:0031642,GO:0032006
100690572	GO:0008536,GO:0006886,GO:0005737
100690573	GO:0000439,GO:0006289,GO:0006367
100690574	
100690575	GO:0016757,GO:0016020,GO:0016021
100690576	GO:0005737,GO:0005856,GO:0005869
100690577	GO:0016020,GO:0016021
100690579	GO:0005576,GO:0046872,GO:0016787,GO:0008233,GO:0006508,GO:0008237,GO:0004222
100690580	GO:0007165,GO:0003924,GO:0005525
100690581	GO:0016020,GO:0016021,GO:0022857,GO:0055085
100690583	GO:0000981,GO:0003677,GO:0003700,GO:0006355
100690584	GO:0000077,GO:0005634,GO:0006281,GO:0006974
